"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Feb 20 13:44:30 GMT 2025","Thu Feb 20 13:44:30 GMT 2025","101","","Skill","","api.skill.SkillTests","getExpertsOfExistsSkillInExpertReview","[API] [Skills] 3195 - Получение информации о ревью скилла от экспертов GET api/v1/skills/approve/status",""
"passed","Thu Feb 20 13:43:11 GMT 2025","Thu Feb 20 13:43:11 GMT 2025","70","","Skill","","api.skill.SkillTests","getSkillWithSkillUnauthorized","[API][Skills] 3399 - 401 СК при отправке запроса GET/api/v1/skills/{skillId} без авторизации",""
"passed","Thu Feb 20 13:43:45 GMT 2025","Thu Feb 20 13:43:45 GMT 2025","68","","User","","api.user.UserTests","getUsersByUsersId","[User] 2399 - Ответ от GET /api/v1/users/{userId} соответствует json-схеме",""
"passed","Thu Feb 20 13:42:54 GMT 2025","Thu Feb 20 13:42:54 GMT 2025","112","","Experts","","api.experts.ExpertsTests","getExpertsBySupervisorIdNonExistInDataBase","[API] [Experts] 3581 - 404 при несуществующем {supervisorId} GET api/v1/experts/{supervisorId}",""
"passed","Thu Feb 20 13:43:10 GMT 2025","Thu Feb 20 13:43:11 GMT 2025","128","","Skill Progress","","api.skill.SkillProgressTests","addSkillToJob","[SkillProgress] 2503 - Добавление навыка в свою работу PUT /api/v1/skills/grade/in_progress",""
"broken","Thu Feb 20 13:44:40 GMT 2025","Thu Feb 20 13:44:40 GMT 2025","37","","User","","api.user.UserTests","addsRemovesUserPermissions","[User] 2448 - Добавление/изменение пермишена пользователю PUT /api/v1/users/{userId}/permissions.",""
"passed","Thu Feb 20 13:43:00 GMT 2025","Thu Feb 20 13:43:00 GMT 2025","119","","History Skill Changes","","api.skill.HistorySkillChangesTests","getHistorySkillChangesNotHistory","[API][HistoryOfSkillChanges] 3185 - 200 СК при отсутствии истории по скиллу у пользователя GET /api/v1/skills/changeHistory/{skillId}/{userId}",""
"passed","Thu Feb 20 13:43:41 GMT 2025","Thu Feb 20 13:43:41 GMT 2025","74","","User","","api.user.UserTests","updateUserIfUserUnauthorized","[API] [User] 401 ошибка при отправке запроса PATCH/api/v1/users/{userId}",""
"passed","Thu Feb 20 13:42:49 GMT 2025","Thu Feb 20 13:42:49 GMT 2025","72","","Experts","","api.experts.ExpertsTests","getExpertWithoutAuthorization","[Experts] 3422 - 401 СК при отправке запроса без авторизации GET /api/v1/expert",""
"failed","Thu Feb 20 13:44:30 GMT 2025","Thu Feb 20 13:44:30 GMT 2025","143","","Skill","","api.skill.SkillTests","changeSkillWithSameSkillIdAndParentId","[Skill] 3503 - 400СК при отправке одинаковых skillId и parentId PUT api/v1/skills/{skillId}",""
"passed","Thu Feb 20 13:42:17 GMT 2025","Thu Feb 20 13:42:17 GMT 2025","79","","Audit","","api.audit.AuditTests","getAllSpecializationsHistoryWithoutAuthorization","[Audit] 3491 - 401 СК при запросе GET /api/v1/history/specializations/{specializationId}",""
"passed","Thu Feb 20 13:43:20 GMT 2025","Thu Feb 20 13:43:20 GMT 2025","61","","Skill","","api.skill.SkillTests","getSpecializationOfSkillWithoutAuthorization","[Skills] 2712 - 401 СК при выполнении запроса без авторизации GET/api/v1/skills/{skillId}/deleted/specializations",""
"passed","Thu Feb 20 13:43:21 GMT 2025","Thu Feb 20 13:43:21 GMT 2025","160","","Skill","","api.skill.SkillTests","getSpecializationsWithExistingSkill","[Skills] 2710 - Получение списка специализаций, если ввести skillId сущестующего скилла GET/api/v1/skills/{skillId}/deleted/specializations",""
"failed","Thu Feb 20 13:44:37 GMT 2025","Thu Feb 20 13:44:37 GMT 2025","223","","Position","","api.specialization.PositionTests","deletingAPositionThatUsersAreLinkedTo","[API] [Specializations & Positions] 3075 - 500 СК при удалении позиции, которая привязана к юзерам DELETE /api/v1/positions/{positionId}",""
"passed","Thu Feb 20 13:43:44 GMT 2025","Thu Feb 20 13:43:44 GMT 2025","75","","User","","api.user.UserTests","addsRemovesUserPermissionsWithNonExistentUserId","[User] 404 ошибка при отправке запроса PUT /api/v1/users/{userId}/permissions",""
"passed","Thu Feb 20 13:43:15 GMT 2025","Thu Feb 20 13:43:15 GMT 2025","62","","Skill","","api.skill.SkillTests","restoreWithoutAuthorization","[Skills] 2604 - 401 СК при отсутствии авторизации PUT /api/v1/skills/{skillId}/restore",""
"passed","Thu Feb 20 13:42:36 GMT 2025","Thu Feb 20 13:42:36 GMT 2025","143","","Expert Permission","","api.experts.ExpertPermissionTests","addExpertPermissionForUserBadRequestBody","[API] [ExpertPermission] 3332 - 400 СК при невалидном теле запроса PATCH /api/v1/experts/unassign",""
"failed","Thu Feb 20 13:44:34 GMT 2025","Thu Feb 20 13:44:34 GMT 2025","100","","Skill","","api.skill.SkillTests","createNewRootSkill","[Skills] 2763 - Создание нового корневого навыка POST /api/v1/skills",""
"passed","Thu Feb 20 13:43:15 GMT 2025","Thu Feb 20 13:43:15 GMT 2025","64","","Skill","","api.skill.SkillTests","deleteDeletedSkillWithoutAuthorization","[Skills] 2706 - Попытка удаления из БД удаленного скилла без авторизации DELETE api/v1/admin/skills/deleted/{skillId}",""
"passed","Thu Feb 20 13:42:58 GMT 2025","Thu Feb 20 13:42:58 GMT 2025","73","","Role","","api.role.RoleTests","getRoleWithPermissionsByForbidden","[Role] 3378 - 403 СК при отсутствии доступа GET /api/v1/roles/{roleId}",""
"passed","Thu Feb 20 13:43:38 GMT 2025","Thu Feb 20 13:43:38 GMT 2025","65","","Supervisor","","api.supervisor.SupervisorTests","deleteSpecializationsWithoutAuthorization","[Supervisor] 3353 - 401СК, при отсутствии авторизации DELETE /api/v1/supervisors/{userId}",""
"failed","Thu Feb 20 13:44:27 GMT 2025","Thu Feb 20 13:44:28 GMT 2025","106","","Skill Acquirement","","api.skill.SkillAcquirementTests","sendingARequestWithANonExistentGradeLevel","[API][SkillAcquirement] 3055 - 400 СК при отправке запроса с несуществующим уровнем грейда PUT /api/v1/admin/skills/grade/review",""
"broken","Thu Feb 20 13:44:27 GMT 2025","Thu Feb 20 13:44:27 GMT 2025","47","","Skill Acquirement","","api.skill.SkillAcquirementTests","currentGradeIdNotReview","[API][SkillAcquirement] 3068 - 400 СК, если навык не отправлялся на ревью PUT /api/v1/supervisor/skills/grade/review",""
"passed","Thu Feb 20 13:42:55 GMT 2025","Thu Feb 20 13:42:55 GMT 2025","112","","Management Position","","api.managementPosition.ManagementPositionTests","createManagementPositions","[ManagementPosition] 2435 - Создание новой руководящей должности POST /api/v1/management",""
"failed","Thu Feb 20 13:44:17 GMT 2025","Thu Feb 20 13:44:18 GMT 2025","264","","Experts","","api.experts.ExpertsTests","deleteExpertFromSkillsWhichDoesNotApplyToTheExpert","[Experts] 3477 - 400 CК при удалении скилла, который не относится к эксперту DELETE /api/v1/expert/skills",""
"passed","Thu Feb 20 13:43:00 GMT 2025","Thu Feb 20 13:43:00 GMT 2025","64","","Role","","api.role.RoleTests","createTheRoleWithInvalidBody","[Role] 3458 - 400СК, при невалидном теле запроса POST /api/v1/roles",""
"failed","Thu Feb 20 13:44:35 GMT 2025","Thu Feb 20 13:44:35 GMT 2025","409","","Skill","","api.skill.SkillTests","assertJsonSchemaForPostSkillTree","[Skill] 999 - Дерево скиллов от /api/v1/skills/tree соответствует json-схеме",""
"passed","Thu Feb 20 13:42:53 GMT 2025","Thu Feb 20 13:42:53 GMT 2025","119","","Experts","","api.experts.ExpertsTests","sendExpertDecisionAfterReviewWithNoValidUserId","[API] [Experts] 3556 - 400 СК при невалидном {usereId} POST /api/v1/expert/skills/grade/review",""
"failed","Thu Feb 20 13:44:21 GMT 2025","Thu Feb 20 13:44:21 GMT 2025","346","","Experts","","api.experts.ExpertsTests","getExpertWithNonExistentSkillId","[Experts] 3439 - 404 СК при несуществующей {skillId} GET /api/v1/experts",""
"passed","Thu Feb 20 13:42:58 GMT 2025","Thu Feb 20 13:42:58 GMT 2025","86","","Role","","api.role.RoleTests","getListOfRoles","[Role] 2381 - Ответ от GET /api/v1/roles соответствует json-схеме",""
"failed","Thu Feb 20 13:44:18 GMT 2025","Thu Feb 20 13:44:18 GMT 2025","309","","Experts","","api.experts.ExpertsTests","getExpertWithUnknownUserId","[Experts] 3420 - 404 СК при отправке запроса с несуществующим {userId} GET /api/v1/expert",""
"passed","Thu Feb 20 13:42:35 GMT 2025","Thu Feb 20 13:42:35 GMT 2025","119","","Expert Permission","","api.experts.ExpertPermissionTests","deleteExpertPermissionForUser","[API] [ExpertPermission] 2508 - Удаление пермишена эксперта по ID PATCH /api/v1/experts/unassign",""
"failed","Thu Feb 20 13:44:34 GMT 2025","Thu Feb 20 13:44:35 GMT 2025","559","","Skill","","api.skill.SkillTests","returnAListOfAdminSkillsTreeWithSpecializationTitleOtTheSameForSupervisor","[Skill] 2424 - Ответ от POST /api/v1/admin/tree/skills/multiplySpecializations соответствует json-схеме",""
"passed","Thu Feb 20 13:42:59 GMT 2025","Thu Feb 20 13:42:59 GMT 2025","123","","Role","","api.role.RoleTests","getRoleWithPermissionsByIncorrectId","[Role] 3376 - 400 СК при невалидном значении {roleId} GET /api/v1/roles/{roleId}",""
"passed","Thu Feb 20 13:43:38 GMT 2025","Thu Feb 20 13:43:38 GMT 2025","61","","Supervisor","","api.supervisor.SupervisorTests","getApplicationsForSupervisorUnauthorized","[API][Supervisor] 3340 - 401СК, при отсутствии авторизации GET/api/v1/supervisors/{supervisorId}/applications",""
"passed","Thu Feb 20 13:43:36 GMT 2025","Thu Feb 20 13:43:36 GMT 2025","184","","Specializations","","api.specialization.SpecializationTests","createNewSpecialization","[Specializations] 2466 - Создание новой специализации POST /api/v1/specializations",""
"failed","Thu Feb 20 13:44:28 GMT 2025","Thu Feb 20 13:44:28 GMT 2025","113","","Skill Acquirement","","api.skill.SkillAcquirementTests","badRequestIfItIsNotValidCurrentGradeId","[API][SkillAcquirement] 3051 - 400 СК если указан неверный currentgradeId PUT /api/v1/admin/skills/grade/review",""
"passed","Thu Feb 20 13:42:54 GMT 2025","Thu Feb 20 13:42:54 GMT 2025","63","","Grades","","api.grades.GradesTests","getGradesWithoutAuthorization","[Grades] 3418 - 401 СК при отправке запроса GET /api/v1/grades без авторизации",""
"passed","Thu Feb 20 13:43:37 GMT 2025","Thu Feb 20 13:43:37 GMT 2025","70","","Subordinates","","api.subordinates.SubordinatesTests","getSubordinatesForbidden","[API] [Subordinates] 3255 - 403СК при авторизации с неверными пермишенами GET /api/v1/admin/subordinates?supervisorId={supervisorId}",""
"passed","Thu Feb 20 13:43:42 GMT 2025","Thu Feb 20 13:43:42 GMT 2025","60","","User","","api.user.UserTests","getListUniqueSupervisorsWithoutPermission","[User] 403 ошибка при отправке запроса GET /api/v1/users/supervisors",""
"passed","Thu Feb 20 13:43:47 GMT 2025","Thu Feb 20 13:43:47 GMT 2025","81","","User","","api.user.UserTests","getListUniqueSupervisors","[User] 2398 - Ответ от GET /api/v1/users/supervisors соответствует json-схеме",""
"failed","Thu Feb 20 13:44:27 GMT 2025","Thu Feb 20 13:44:27 GMT 2025","93","","Skill Acquirement","","api.skill.SkillAcquirementTests","suggestSkillGradeToReviewInTheAbsenceOfAccess","[API][SkillAcquirement] 3408 - 403 СК при отправке запроса без доступа PUT /api/v1/skills/grade/suggest",""
"failed","Thu Feb 20 13:44:30 GMT 2025","Thu Feb 20 13:44:30 GMT 2025","92","","Skill","","api.skill.SkillTests","createInnerSkill","[Skills] 2764 - Создание нового промежуточного навыка POST /api/v1/skills",""
"failed","Thu Feb 20 13:44:25 GMT 2025","Thu Feb 20 13:44:26 GMT 2025","500","","Skill Acquirement","","api.skill.SkillAcquirementTests","changingSkillGradeByTeamLeadWithNonExistGradeId","[Skill acquirements] 2773 - 404 СК при отправке запроса с несуществующим gradeId PUT /api/v1/skills/grade/suggest/teamleader",""
"passed","Thu Feb 20 13:42:57 GMT 2025","Thu Feb 20 13:42:57 GMT 2025","87","","Restrictions","","api.restrictions.RestrictionsTests","createNewUserRestrictions","[Restrictions] 2455 - Создание нового ограничения для пользователя POST /api/v1/users/restrictions.",""
"failed","Thu Feb 20 13:44:39 GMT 2025","Thu Feb 20 13:44:39 GMT 2025","93","","Supervisor","","api.supervisor.SupervisorTests","getSpecializationsWithUnknownUserId","[Supervisor] 3327 - Возврат пустого массива, при передаче несуществующего userId GET /api/v1/supervisors/{userId}/specializations",""
"passed","Thu Feb 20 13:42:53 GMT 2025","Thu Feb 20 13:42:53 GMT 2025","77","","Experts","","api.experts.ExpertsTests","sendExpertDecisionAfterReviewWithoutAuthorization","[Experts] 3513 - 401 СК при отсутствии авторизации POST /api/v1/expert/skills/grade/review",""
"passed","Thu Feb 20 13:43:18 GMT 2025","Thu Feb 20 13:43:18 GMT 2025","97","","Skill","","api.skill.SkillTests","restoreSkillWithNonExistSkillId","[Skills] 2614 - 404 СК при попытке восстановить скилл, который отсутствует в БД PUT /api/v1/skills/{skillId}/restore",""
"passed","Thu Feb 20 13:43:44 GMT 2025","Thu Feb 20 13:43:44 GMT 2025","82","","User","","api.user.UserTests","getUsersBySpecializationIdForbidden","[API] [User] 3371 - 403 СК при отправке запроса без доступа GET /api/v1/users",""
"passed","Thu Feb 20 13:42:55 GMT 2025","Thu Feb 20 13:42:55 GMT 2025","73","","Management Position","","api.managementPosition.ManagementPositionTests","updateManagementPositionsByIdIfUserUnauthorized","[API] [ManagementPosition] 401 ошибка при отправке запроса PUT /api/v1/management/{id}",""
"passed","Thu Feb 20 13:43:21 GMT 2025","Thu Feb 20 13:43:22 GMT 2025","97","","Skill","","api.skill.SkillTests","restoreWithoutPermission","[Skills] 2618 - 403 СК при попытке восстановить навык, если пользователь авторизован под аккаунтом, у которого нет на это полномочий PUT /api/v1/skills/{skillId}/restore",""
"passed","Thu Feb 20 13:42:54 GMT 2025","Thu Feb 20 13:42:54 GMT 2025","58","","Location","","api.locations.LocationsTests","getLocationsInTheAbsenceOfAuthorization","[API] [Location] 3358 - 401 СК при отсутствии авторизации GET /api/v1/locations",""
"passed","Thu Feb 20 13:42:56 GMT 2025","Thu Feb 20 13:42:56 GMT 2025","61","","Permissions","","api.permissions.PermissionsTests","createNewPermissionUnauthorized","[API] [Permissions] 3413 - 401СК, при отсутствии авторизации POST /api/v1/permissions",""
"passed","Thu Feb 20 13:42:58 GMT 2025","Thu Feb 20 13:42:58 GMT 2025","84","","Role","","api.role.RoleTests","removeRoleById","[Role] 2384 - Проверка удаления роли по ID DELETE /api/v1/roles/{roleId}",""
"passed","Thu Feb 20 13:43:43 GMT 2025","Thu Feb 20 13:43:43 GMT 2025","61","","User","","api.user.UserTests","getUsersByUsersIdIfUserUnauthorized","[API] [User] 401 ошибка при отправке запроса GET /api/v1/users/{userId}",""
"broken","Thu Feb 20 13:44:25 GMT 2025","Thu Feb 20 13:44:25 GMT 2025","52","","Skill Acquirement","","api.skill.SkillAcquirementTests","deviationApproveSkillSupervisor","[API][SkillAcquirement] 3066 - 200 СК при отклонении навыка супервайзером PUT/api/v1/supervisor/skills/grade/review",""
"passed","Thu Feb 20 13:42:36 GMT 2025","Thu Feb 20 13:42:36 GMT 2025","72","","Expert Permission","","api.experts.ExpertPermissionTests","addExpertPermissionForUserUnauthorized","[API] [ExpertPermission] 3333 - 401 СК при отсутствии авторизации PATCH /api/v1/experts/unassign",""
"failed","Thu Feb 20 13:44:25 GMT 2025","Thu Feb 20 13:44:25 GMT 2025","469","","Skill Acquirement","","api.skill.SkillAcquirementTests","setProfileDisplayForSkillByUserId","[SkillAcquirement] 2473 - Изменение статуса отображения навыка в профиле пользователя от PATCH /api/v1/skills/{userId}/{skillId}/profileDisplay",""
"passed","Thu Feb 20 13:43:11 GMT 2025","Thu Feb 20 13:43:11 GMT 2025","86","","Skill","","api.skill.SkillTests","deleteSkillWithInvalidId","[Skills] 2629 - Попытка удаления навыка с невалидным {skillId} DELETE /api/v1/skills/{skillId}",""
"passed","Thu Feb 20 13:42:56 GMT 2025","Thu Feb 20 13:42:56 GMT 2025","67","","Management Position","","api.managementPosition.ManagementPositionTests","createManagementPositionsIfTheUserDoesNotHaveRights","[API] [ManagementPosition] 403 ошибка при отправке запроса POST /api/v1/management",""
"passed","Thu Feb 20 13:43:21 GMT 2025","Thu Feb 20 13:43:21 GMT 2025","87","","Skill","","api.skill.SkillTests","changeSkillWithoutPermission","[Skill] 3505 - 403СК, при отсутствии доступа PUT api/v1/skills/{skillId}",""
"failed","Thu Feb 20 13:44:19 GMT 2025","Thu Feb 20 13:44:19 GMT 2025","186","","Experts","","api.experts.ExpertsTests","updateExpertsToSkillUserForbidden","[API][Experts] 3574 - 403 СК при отсутствии доступа PATCH/api/v1/experts/skill",""
"failed","Thu Feb 20 13:44:28 GMT 2025","Thu Feb 20 13:44:28 GMT 2025","79","","Skill Acquirement","","api.skill.SkillAcquirementTests","suggestSkillGradeToReviewIfTheRequestBodyIsNotValid","[API][SkillAcquirement] 3406 - 400 СК при невалидном теле запроса PUT /api/v1/skills/grade/suggest",""
"passed","Thu Feb 20 13:43:26 GMT 2025","Thu Feb 20 13:43:26 GMT 2025","99","","Position","","api.specialization.PositionTests","attemptToUpdateAnExistingPosition","[Position] 2840 - 409 StatusCode при попытке изменить имя позиции на то, которое уже существует в БД",""
"passed","Thu Feb 20 13:43:12 GMT 2025","Thu Feb 20 13:43:12 GMT 2025","135","","Skill","","api.skill.SkillTests","deleteSkillById","[Skill] 2496 - Удаление терминального навыка по ID DELETE /api/v1/skills/{skillId}",""
"failed","Thu Feb 20 13:44:37 GMT 2025","Thu Feb 20 13:44:37 GMT 2025","164","","Position","","api.specialization.PositionTests","getRequestPositionsNonExistPositionId","[API][Position] 3179 - 404 СК при отправке запроса с несуществующим positionId GET/api/v1/positions/{positionId}/users",""
"broken","Thu Feb 20 13:44:10 GMT 2025","Thu Feb 20 13:44:12 GMT 2025","1540","","Access","","api.access.AccessTests","getNewAccessToken","[Access] 2412 Получение нового токена доступа от POST /api/v1/access/token",""
"passed","Thu Feb 20 13:42:39 GMT 2025","Thu Feb 20 13:42:39 GMT 2025","104","","Experts","","api.experts.ExpertsTests","getExpertSkillsWithoutPermission","[Experts] 3484 - 403 СК при отсутствии доступа GET /api/v1/expert/{userId}/skills",""
"passed","Thu Feb 20 13:43:44 GMT 2025","Thu Feb 20 13:43:44 GMT 2025","190","","User","","api.user.UserTests","getUsersBySpecializationId","[User] 2429 - Ответ от GET /api/v1/users соответствует json-схеме",""
"passed","Thu Feb 20 13:42:11 GMT 2025","Thu Feb 20 13:42:12 GMT 2025","209","","Audit","","api.audit.AuditTests","getAllSkillsHistoryWithoutAuthorization","[Audit] 3494 - 401 СК при запросе GET /api/v1/history/skills",""
"passed","Thu Feb 20 13:42:56 GMT 2025","Thu Feb 20 13:42:57 GMT 2025","69","","Permissions","","api.permissions.PermissionsTests","createNewPermissionNotValidTitle","[API] [Permissions] 3412 - 400СК, при отправке невалидного названия POST /api/v1/permissions",""
"passed","Thu Feb 20 13:43:26 GMT 2025","Thu Feb 20 13:43:26 GMT 2025","70","","Position","","api.specialization.PositionTests","updatingAPositionWithoutAuthorization","[API] [Specializations & Positions] 3076 - 401 СК при недействительном или непредоставленном токене DELETE /api/v1/positions/{positionId}",""
"passed","Thu Feb 20 13:43:33 GMT 2025","Thu Feb 20 13:43:33 GMT 2025","75","","Specializations","","api.specialization.SpecializationTests","verifyJsonSchemaForSpecializationsSkillId","[Specializations] 2416 - Ответ от GET /api/v1/specializations/skills/{skillId} соответствует json-схеме",""
"failed","Thu Feb 20 13:44:22 GMT 2025","Thu Feb 20 13:44:22 GMT 2025","112","","Experts","","api.experts.ExpertsTests","getExpertWithInvalidSkillId","[Experts] 3433 - 400 СК при невалидном {skillId} GET /api/v1/experts",""
"passed","Thu Feb 20 13:42:57 GMT 2025","Thu Feb 20 13:42:57 GMT 2025","114","","Restrictions","","api.restrictions.RestrictionsTests","getUsersRestrictions","[Restrictions] 2454 - Ответ от GET /api/v1/users/restrictions соответствует json-схеме.",""
"passed","Thu Feb 20 13:43:42 GMT 2025","Thu Feb 20 13:43:42 GMT 2025","61","","User","","api.user.UserTests","getUsersByUsersIdWithoutPermission","[User] 403 ошибка при отправке запроса DELETE /api/v1/users/{userId}",""
"passed","Thu Feb 20 13:43:11 GMT 2025","Thu Feb 20 13:43:11 GMT 2025","81","","Skill","","api.skill.SkillTests","restoreSkillWithInvalidSkillId","[Skills] 2615 - 400 СК при невалидном значении в {skillId} PUT /api/v1/skills/{skillId}/restore",""
"passed","Thu Feb 20 13:43:07 GMT 2025","Thu Feb 20 13:43:07 GMT 2025","123","","Skill Content","","api.skill.SkillContentTests","deleteContentById","[SkillContent] 2442 - Удаление контента по ID DELETE /api/v1/content/{contentId}",""
"passed","Thu Feb 20 13:43:25 GMT 2025","Thu Feb 20 13:43:26 GMT 2025","118","","Position","","api.specialization.PositionTests","updatingAPositionName","[API] [Positions] 2837 - 200 SC Изменение имени позиции PUT api/v1/positions/{positionId}",""
"passed","Thu Feb 20 13:43:07 GMT 2025","Thu Feb 20 13:43:07 GMT 2025","132","","Skill Content","","api.skill.SkillContentTests","createNewContent","[API] [SkillContent] 3242 - Создание нового контента POST /api/v1/content/main",""
"passed","Thu Feb 20 13:43:27 GMT 2025","Thu Feb 20 13:43:27 GMT 2025","100","","Position","","api.specialization.PositionTests","updatingAPositionTitle","[API] [Positions] 2838 - 200 SC Изменение title позиции PUT api/v1/positions/{positionId}",""
"passed","Thu Feb 20 13:42:17 GMT 2025","Thu Feb 20 13:42:17 GMT 2025","75","","Country","","api.country.CountryTests","getRequestCountryIfUserInTheAbsenceOfAccessRights","[API] [Country] 3351 - 403 СК при отсутствии доступа GET /api/v1/countries",""
"passed","Thu Feb 20 13:43:13 GMT 2025","Thu Feb 20 13:43:13 GMT 2025","67","","Skill","","api.skill.SkillTests","returnSkillAvailabilityForUserWithoutAuthorization","[Skill] 3539 - 401СК, при отсутствии авторизации HEAD api/v1/skills/{skillId}",""
"passed","Thu Feb 20 13:42:54 GMT 2025","Thu Feb 20 13:42:54 GMT 2025","90","","Grades","","api.grades.GradesTests","checkNumberOfGrades","[Grades] 995 - /api/v1/grades возвращает 5 грейдов",""
"passed","Thu Feb 20 13:42:18 GMT 2025","Thu Feb 20 13:42:18 GMT 2025","123","","Data Controller","","api.dataController.DownloadDataTests","downloadFileFromBDWithInvalidBodyRequest","[Data-controller] 2798 - 400 СК при невалидном теле запроса POST /api/v1/data/download",""
"skipped","Thu Feb 20 13:43:28 GMT 2025","Thu Feb 20 13:43:28 GMT 2025","0","","Specializations Position","","api.specialization.SpecializationPositionTests","specializationOrPositionNotFound","[API] [Specializations & Positions] 3147 - 404 СК при не существующей связке positionId и specializationId GET /api/v1/positions/{positionId}/specialization/{specializationId}",""
"passed","Thu Feb 20 13:43:25 GMT 2025","Thu Feb 20 13:43:25 GMT 2025","56","","Position","","api.specialization.PositionTests","getSendingARequestWithoutAuthorization","[API][Position] 3171 - 401 СК при отсутствии авторизации PUT api/v1/positions/",""
"passed","Thu Feb 20 13:43:01 GMT 2025","Thu Feb 20 13:43:01 GMT 2025","70","","History Skill Changes","","api.skill.HistorySkillChangesTests","getHistorySkillChangesNotAuthorized","[API][HistorySkillChanges] 3186 - Ответ от GET /api/v1/skills/changeHistory/{skillId}/{userId} соответствует json-схеме.",""
"passed","Thu Feb 20 13:43:24 GMT 2025","Thu Feb 20 13:43:24 GMT 2025","96","","Skill","","api.skill.SkillTests","returnListAdminSkillsTreeIfUserDoesNotHaveEnoughTruths","[API] [Skills] 3588 - 403СК при отсутствии доступа POST api/v1/admin/tree/skills",""
"passed","Thu Feb 20 13:43:16 GMT 2025","Thu Feb 20 13:43:16 GMT 2025","75","","Skill","","api.skill.SkillTests","impossibleDeleteDeletedSkillWithoutPermission","[Skills] 2705 - Попытка удаления из БД удаленного скилла с аккаунта, у которого нет полномочий на эту операцию DELETE api/v1/admin/skills/deleted/{skillId}",""
"passed","Thu Feb 20 13:43:00 GMT 2025","Thu Feb 20 13:43:00 GMT 2025","59","","Role","","api.role.RoleTests","getListOfRolesForbidden","[Role] 3375 - 403 при отсутствии доступа GET /api/v1/roles",""
"failed","Thu Feb 20 13:44:20 GMT 2025","Thu Feb 20 13:44:20 GMT 2025","111","","Experts","","api.experts.ExpertsTests","addExpertToSkillWithNonExistentSkillId","[Experts] 3570 - 404 СК при отправке запроса с несуществующим {skillId} POST /api/v1/expert/skill",""
"passed","Thu Feb 20 13:43:28 GMT 2025","Thu Feb 20 13:43:28 GMT 2025","57","","Specializations Position","","api.specialization.SpecializationPositionTests","getPositionSpecializationWithoutAuthenticationTokenTest","[API] [Specializations & Positions] 3148 - 401 СК при недействительном или непредоставленном токене GET /api/v1/positions/{positionId}/specialization/{specializationId}",""
"failed","Thu Feb 20 13:44:37 GMT 2025","Thu Feb 20 13:44:37 GMT 2025","95","","Position","","api.specialization.PositionTests","verifyJsonSchemaForSpecializations","[Position] 2417 - Ответ от GET /api/v1/positions?specialisationId={specializationId} соответствует json-схеме",""
"passed","Thu Feb 20 13:42:43 GMT 2025","Thu Feb 20 13:42:43 GMT 2025","82","","Experts","","api.experts.ExpertsTests","updateExpertsToSkillUserNotAuthorized","[API][Experts] 3575 - 401 СК при отсутствии авторизации PATCH/api/v1/experts/skill",""
"passed","Thu Feb 20 13:42:41 GMT 2025","Thu Feb 20 13:42:41 GMT 2025","90","","Experts","","api.experts.ExpertsTests","sendExpertDecisionAfterReviewWithNonExistentUserId","[Experts] 3527 - 400 СК при отправке запроса с несуществующим {userId} POST /api/v1/expert/skills/grade/review",""
"passed","Thu Feb 20 13:42:15 GMT 2025","Thu Feb 20 13:42:15 GMT 2025","259","","Audit","","api.audit.AuditTests","getAllRevisionsBySpecializations","[Audit] 2432 - Ответ от GET /api/v1/history/specializations соответствует json-схеме",""
"passed","Thu Feb 20 13:43:05 GMT 2025","Thu Feb 20 13:43:05 GMT 2025","100","","Skill Acquirement","","api.skill.SkillAcquirementTests","sendingARequestByAnUnauthorizedUser","[API][SkillAcquirement] 3057 - 401 СК при отсутствии авторизации PUT /api/v1/admin/skills/grade/review",""
"passed","Thu Feb 20 13:43:08 GMT 2025","Thu Feb 20 13:43:08 GMT 2025","311","","Skill Description","","api.skill.SkillDescriptionTests","getSkillDescriptionAndContentBySkillIdNonInSkillSet","[API][Skills] 3694 - Параметр isInSkillSet возвращает false, при отсутствии скилла в скиллсете GET/api/v1/skills/{skillId}/descriptions",""
"failed","Thu Feb 20 13:44:23 GMT 2025","Thu Feb 20 13:44:23 GMT 2025","139","","Role","","api.role.RoleTests","createTheRoleWithNonExistingPermission","[Role] 3463 - 404СК, при отправке несуществующего пермишена POST /api/v1/roles",""
"passed","Thu Feb 20 13:43:39 GMT 2025","Thu Feb 20 13:43:39 GMT 2025","73","","Supervisor","","api.supervisor.SupervisorTests","deleteSpecializationsWithoutPermission","[Supervisor] 3354 - 403СК, при отсутствии доступа DELETE /api/v1/supervisors/{userId}",""
"failed","Thu Feb 20 13:44:39 GMT 2025","Thu Feb 20 13:44:40 GMT 2025","96","","User","","api.user.UserTests","updateUserByUserId","[User] 2433 - Обновление пользователя по ID PATCH /api/v1/users/{userId}",""
"passed","Thu Feb 20 13:42:56 GMT 2025","Thu Feb 20 13:42:56 GMT 2025","80","","Permissions","","api.permissions.PermissionsTests","createNewPermissionIfUserDoesNotHaveEnoughTruths","[API] [Permissions] 3414 - 403СК, при отсутствии доступа POST /api/v1/permissions",""
"passed","Thu Feb 20 13:43:17 GMT 2025","Thu Feb 20 13:43:17 GMT 2025","94","","Skill","","api.skill.SkillTests","saveSkillOrderWithoutAuthorization","[API][Skils][Skills order] 2953 - 401СК при отсутствии авторизации POST api/v1/skills/order",""
